x,Curve1
0.0199778,-2.81774e-05
0.0410655,-5.79203e-05
0.0665927,-9.39248e-05
0.0843507,-0.000118971
0.0954495,-0.000134626
0.106548,-0.00015028
0.117647,-0.000165934
0.128746,-0.000181588
0.139845,-0.000197242
0.150943,-0.000212896
0.162042,-0.00022855
0.172031,-0.000242639
0.18313,-0.000258293
0.192009,-0.000270816
0.206437,0.00111927
0.207547,0.0011177
0.217536,0.00110362
0.227525,0.00108953
0.238624,0.00107387
0.249723,0.00105822
0.259711,0.00104413
0.27081,-0.000381961
0.281909,0.00101282
0.293008,0.000997168
0.304107,0.000981514
0.315205,0.00096586
0.326304,0.000950206
0.337403,0.000934552
0.347392,-0.000489974
0.358491,0.000904809
0.369589,0.000889155
0.380688,0.000873501
0.391787,0.000857846
0.408435,0.000834365
0.410655,0.000831234
0.419534,0.000818711
0.430633,0.000803057
0.441731,0.000787403
0.45283,0.000771749
0.463929,0.000756095
0.475028,0.00074044
0.486127,0.000724786
0.497225,0.000709132
0.508324,0.000693478
0.519423,0.000677824
0.530522,0.00066217
0.54162,0.000646516
0.552719,0.0020413
0.563818,0.00202564
0.573807,0.00342199
0.584906,0.00481678
0.601554,0.00902461
0.612653,0.0118298
0.622642,0.0160471
0.63263,0.0202643
0.641509,0.0258935
0.651498,0.0329316
0.660377,0.0399713
0.669256,0.0470109
0.677026,0.0540522
0.684795,0.0639143
0.692564,0.0723659
0.700333,0.082228
0.706992,0.0920917
0.713651,0.101955
0.721421,0.113228
0.72697,0.124504
0.738069,0.142824
0.744728,0.154098
0.750277,0.163963
0.755827,0.18088
0.763596,0.190742
0.769145,0.202018
0.775805,0.211882
0.781354,0.223157
0.786903,0.235844
0.792453,0.247119
0.799112,0.258393
0.804661,0.269669
0.810211,0.280945
0.81576,0.29222
0.82242,0.303494
0.827969,0.31477
0.833518,0.326046
0.839068,0.338732
0.845727,0.350006
0.851276,0.361282
0.856826,0.372557
0.862375,0.383833
0.867925,0.395109
0.874584,0.406383
0.880133,0.417658
0.885683,0.430345
0.891232,0.44162
0.896781,0.452896
0.903441,0.46276
0.90899,0.475446
0.914539,0.486721
0.920089,0.497997
0.925638,0.509273
0.931188,0.521959
0.936737,0.533235
0.942286,0.54451
0.945616,0.55861
0.951165,0.569886
0.956715,0.581161
0.961154,0.593849
0.965594,0.606537
0.971143,0.617812
0.974473,0.630501
0.978912,0.643189
0.982242,0.655878
0.984462,0.66998
0.988901,0.682667
0.991121,0.698179
0.992231,0.712282
0.99556,0.724971
