x,Curve1
0.0716702,4.80973e-07
0.123787,4.76744e-07
0.195439,-1.58562e-08
0.260586,-2.11416e-08
0.325732,-2.64271e-08
0.390888,4.55074e-07
0.44952,4.50317e-07
0.514666,4.45032e-07
0.573298,4.40275e-07
0.638445,4.34989e-07
0.7036,9.1649e-07
0.768747,9.11205e-07
0.807853,1.88161e-06
0.866484,1.87685e-06
0.93164,2.35835e-06
1.00332,3.32611e-06
1.06847,3.32082e-06
1.12712,4.28964e-06
1.18577,5.25846e-06
1.25092,5.73996e-06
1.30307,7.19609e-06
1.3617,7.19133e-06
1.41383,8.16068e-06
1.44643,9.61839e-06
1.49859,1.15613e-05
1.55722,1.15566e-05
1.59635,1.39873e-05
1.65501,1.54429e-05
1.71366,1.64117e-05
1.80494,2.02986e-05
1.86362,2.27278e-05
1.90927,2.56448e-05
1.95492,2.80751e-05
2.00059,3.14789e-05
2.04625,3.48827e-05
2.09191,3.77997e-05
2.13758,4.16903e-05
2.17674,4.50946e-05
2.2159,4.89857e-05
2.24854,5.28774e-05
2.2877,5.67685e-05
2.32685,6.01728e-05
2.353,6.50386e-05
2.38565,6.89302e-05
2.41829,7.28219e-05
2.45094,7.67135e-05
2.47708,8.10925e-05
2.50321,8.49847e-05
2.53586,8.88763e-05
2.56201,9.37421e-05
2.58814,9.76342e-05
2.61428,0.000102013
2.64042,0.000106392
2.66656,0.000110771
2.6927,0.00011515
2.71232,0.00011953
2.73845,0.000123422
2.76459,0.000127801
2.79073,0.00013218
2.82342,0.000138018
2.86262,0.000144344
2.88876,0.000148723
2.92797,0.000155048
2.96716,0.000160886
2.99981,0.000164777
3.03246,0.000168669
3.07162,0.000173047
3.12381,0.000176937
3.18902,0.000180339
3.25419,0.000181308
3.32581,0.000179355
3.39739,0.000174968
3.45593,0.000169608
3.50142,0.000163763
3.54041,0.000158405
3.5729,0.000154022
3.61189,0.000148664
3.63135,0.000144281
3.67684,0.000138436
3.7158,0.000131618
3.74178,0.000127235
3.76777,0.000123338
3.79375,0.000118955
3.81323,0.000115546
3.83921,0.00011165
3.86517,0.000106293
3.89767,0.000102396
3.92365,9.80127e-05
3.94963,9.36295e-05
3.98213,8.97326e-05
4.00159,8.53499e-05
4.03405,7.95058e-05
4.07305,7.46348e-05
4.10555,7.07378e-05
4.13153,6.63547e-05
4.16403,6.24577e-05
4.19001,5.80745e-05
4.22251,5.41776e-05
4.25501,5.02807e-05
4.29402,4.63832e-05
4.32651,4.19995e-05
4.36553,3.8102e-05
4.39804,3.46919e-05
4.44357,3.07939e-05
4.48259,2.73832e-05
4.52813,2.3972e-05
4.5997,1.90983e-05
4.65827,1.5686e-05
4.72336,1.276e-05
4.77544,1.03219e-05
4.82752,8.37051e-06
4.89913,5.93076e-06
4.9838,4.46353e-06
5.06195,2.99683e-06
5.12707,2.01797e-06
5.1857,1.52643e-06
5.26386,1.0333e-06
5.34204,1.02696e-06
5.43324,1.01956e-06
5.52444,5.2537e-07
5.61564,5.1797e-07
5.70685,5.10571e-07
5.80457,5.02643e-07
5.9088,4.94186e-07
