x,Curve1
3.17399,1.79318e-07
3.24219,3.23631e-07
3.30359,3.95457e-07
3.37176,6.1234e-07
3.43311,8.29304e-07
3.4876,1.11892e-06
3.55574,1.40837e-06
3.60334,1.84321e-06
3.65777,2.27797e-06
3.70537,2.7128e-06
3.74612,3.22029e-06
3.78684,3.80035e-06
3.8207,4.45306e-06
3.85459,5.03321e-06
3.88163,5.686e-06
3.9087,6.26622e-06
3.92888,6.99167e-06
3.96277,7.57181e-06
3.98295,8.29726e-06
4.0099,9.16776e-06
4.03008,9.8932e-06
4.04346,1.05462e-05
4.06367,1.1199e-05
4.08385,1.19245e-05
4.09724,1.25774e-05
4.11745,1.32303e-05
4.1308,1.39558e-05
4.14416,1.46814e-05
4.15751,1.54069e-05
4.1709,1.60599e-05
4.18428,1.67128e-05
4.19764,1.74383e-05
4.21099,1.81639e-05
4.22435,1.88894e-05
4.23773,1.95424e-05
4.25108,2.02679e-05
4.25761,2.09935e-05
4.271,2.16465e-05
4.28438,2.22994e-05
4.29774,2.30249e-05
4.30427,2.37506e-05
4.31762,2.44761e-05
4.33098,2.52016e-05
4.34436,2.58546e-05
4.35089,2.65802e-05
4.36427,2.72331e-05
4.3708,2.79587e-05
4.38416,2.86843e-05
4.39754,2.93372e-05
4.4109,3.00628e-05
4.41742,3.07884e-05
4.43078,3.15139e-05
4.44393,3.27474e-05
4.46414,3.34003e-05
4.47067,3.41259e-05
4.48402,3.48514e-05
4.4974,3.55044e-05
4.51079,3.61573e-05
4.52414,3.68829e-05
4.5375,3.76084e-05
4.57765,3.95673e-05
4.59783,4.02927e-05
4.61807,4.0873e-05
4.63146,4.1526e-05
4.67903,4.20334e-05
4.72011,4.17426e-05
4.75444,4.12342e-05
4.77522,4.05083e-05
4.79596,3.98549e-05
4.80988,3.92016e-05
4.82383,3.84758e-05
4.83096,3.775e-05
4.8449,3.70241e-05
4.85882,3.63708e-05
4.86595,3.56451e-05
4.87307,3.49193e-05
4.88019,3.41935e-05
4.89414,3.34677e-05
4.90127,3.27419e-05
4.91519,3.20886e-05
4.92231,3.13628e-05
4.92943,3.0637e-05
4.94368,2.91855e-05
4.9508,2.84597e-05
4.95792,2.77339e-05
4.97918,2.58469e-05
4.9863,2.51211e-05
4.99342,2.43953e-05
5.00054,2.36696e-05
5.00767,2.29438e-05
5.01479,2.2218e-05
5.02191,2.14922e-05
5.02901,2.0839e-05
5.03613,2.01133e-05
5.04325,1.93875e-05
5.05038,1.86617e-05
5.07166,1.67021e-05
5.07878,1.59763e-05
5.0927,1.5323e-05
5.09982,1.45972e-05
5.10695,1.38715e-05
5.11407,1.31457e-05
5.12119,1.24199e-05
5.13514,1.16941e-05
5.14906,1.10408e-05
5.16328,9.66179e-06
5.1704,8.93601e-06
5.18435,8.21016e-06
5.19147,7.48438e-06
5.21222,6.83101e-06
5.21931,6.1778e-06
5.23326,5.45194e-06
5.24721,4.72609e-06
5.26796,4.07271e-06
5.28191,3.34686e-06
5.30265,2.69349e-06
5.33022,2.04003e-06
5.35779,1.38658e-06
5.39216,8.0561e-07
5.44698,2.96964e-07
