x,Curve1
0.572589,0.00298507
0.586614,0.0104478
0.593624,0.0149254
0.601795,0.0223881
0.606453,0.0298507
0.611105,0.038806
0.615763,0.0462687
0.620415,0.0552239
0.628559,0.0701493
0.633191,0.0850746
0.636677,0.0925373
0.639003,0.0970149
0.641298,0.110448
0.64364,0.110448
0.647095,0.126866
0.647106,0.123881
0.652919,0.135821
0.657524,0.158209
0.663337,0.170149
0.665626,0.185075
0.671439,0.197015
0.6749,0.21194
0.679541,0.223881
0.685354,0.235821
0.687654,0.247761
0.693467,0.259701
0.698083,0.279104
0.702725,0.291045
0.708527,0.30597
0.713164,0.319403
0.718977,0.331343
0.721271,0.344776
0.728255,0.356716
0.731726,0.368657
0.737539,0.380597
0.744491,0.401493
0.750304,0.413433
0.758427,0.434328
0.765411,0.446269
0.770032,0.464179
0.777021,0.474627
0.783979,0.49403
0.790968,0.504478
0.796765,0.520896
0.803749,0.532836
0.810712,0.550746
0.817701,0.561194
0.824664,0.579104
0.831653,0.589552
0.839786,0.607463
0.846775,0.61791
0.854909,0.635821
0.861898,0.646269
0.867706,0.659701
0.87469,0.671642
0.881679,0.68209
0.885166,0.689552
0.890978,0.701493
0.897962,0.713433
0.904946,0.725373
0.911935,0.735821
0.918919,0.747761
0.925903,0.759701
0.931716,0.771642
0.938699,0.783582
0.944512,0.795522
0.951501,0.80597
0.958485,0.81791
0.964293,0.831343
0.970106,0.843284
0.975918,0.855224
0.981731,0.867164
0.986368,0.880597
0.991005,0.89403
0.99447,0.907463
